발화자,발화문,인텐트
s,그 방법은 내가 해 드리는 게 방법이지,구매 목록
s,그럼 하세요. 십 프로 더 해 드릴게,구매 목록
c,얘는 안 해 주고?,구매 목록
s,얘는 삼십 프로,구매 목록
c,이거 더 할인 안 해요?,구매 목록
s,안 해요,구매 목록
c,더더더더!,구매 목록
s,더는 못 해요,구매 목록
c,액세서리 종류도 이십 프로 세일 하나요?,구매 목록
s,네,구매 목록
c,모자 이런 것도?,구매 목록
s,네,구매 목록
c,십프로요?,구매 목록
s,저희는 원래 정상매장이라,구매 목록
s,세탁소에 한번 저도 몰라가지고 세탁기에 돌렸더니 포인트카드있으세요? ooo?,구매 목록
c,oooo,구매 목록
c,저 근데 언제까지 할인하는 거에요?,구매 목록
s,아 이건 60프로까지 가능하구요,구매 목록
c,할인은 안하나요?,구매 목록
s,네 신상품이라 할인은 안해요,구매 목록
c,남방도 할인 안하지요?,구매 목록
s,이 상품은 할인합니다,구매 목록
c,얼마나 할인 하나요?,구매 목록
s,십퍼센트 할인합니다,구매 목록
c,할인은 안하나요?,구매 목록
s,네 신상품이라 할인은 안해요,구매 목록
c,자켓도 할인 안하지요?,구매 목록
s,이 상품은 할인합니다,구매 목록
c,얼마나 할인 하나요?,구매 목록
s,십퍼센트 할인합니다,구매 목록
c,할인은 안하나요?,구매 목록
s,네 신상품이라 할인은 안해요,구매 목록
c,얘는 혹시 세일 안 해요,구매 목록
s,네 걔는 25300원이요,구매 목록
c,할인 안 되요,구매 목록
s,아 할인은,구매 목록
c,그래서 지금 이십 프로 할인하는 거에요?,구매 목록
s,겨울 신상품 일부 들어갔고,구매 목록
s,나중에 나온 건 안 들어갔고,구매 목록
s,저희가 할인을 해드리는데 연락드릴게요,구매 목록
c,이거 혹시 할인 들어갔어요 아니면,구매 목록
s,네 세일은 들어갔어요,구매 목록
c,그것도 할인 들어갔어요?,구매 목록
c,이거는요?,구매 목록
c,이것도 삼십 프로 들어간거에요?,구매 목록
c,몇 퍼센트 한거에요?,구매 목록
s,삼십프로,구매 목록
c,삼십프로요?,구매 목록
s,네 삼십프로 정도 한거에요,구매 목록
c,육십프로 하는거에요?,구매 목록
s,네,구매 목록
c,육십프로하는거에요 지금?,구매 목록
s,네 육십프로도 있고 칠십프로도 있고,구매 목록
c,이백육십이면 몇십프로 하셨다고요?,구매 목록
s,육십프로,구매 목록
c,몇 퍼센트 한거에요?,구매 목록
s,육십프로,구매 목록
s,0프로 해 줄게요. 예는,구매 목록
c,얘도 할인해 줍니까?,구매 목록
s,네,구매 목록
c,더 디씨는 안 되고요?,구매 목록
s,십만 원 넘었으니까,구매 목록
s,그런데 중복 할인은 안 돼요. 그 중에 제일 센 걸로 하나만,구매 목록
c,할인 안 되요?,구매 목록
s,아니 꼬딱지 만한 신발가게에서 무슨 할인을,구매 목록
s,2개 사면 빼줄게,구매 목록
s,회원가입하셔서 오프로 하고  백화점 카드 있으셔서 오프로 추가할인 들어갑니다,구매 목록
c,할인권 만원이 있는데 사용가능할까요?,구매 목록
s,네 가능합니다,구매 목록
s,카드할인 만원할인권 빼드려서 총 삼십만육백원입니다,구매 목록
c,백화점카드 무이자 돼죠?,구매 목록
s,네,구매 목록
s,회원가입하셔서 오프로 하고  백화점 카드 있으셔서 오프로 추가할인 들어갑니다,구매 목록
c,할인권 만원이 있는데 사용가능할까요?,구매 목록
s,네 가능합니다,구매 목록
s,카드할인 만원할인권 빼드려서 총 삼십만육백원입니다,구매 목록
c,카드사 이벤트 없나요?,구매 목록
s,현대카드 행사 중이예요,구매 목록
c,어떤 이벤트지요?,구매 목록
s,현대카드로 삼십만원 이상 구매시 사은품 증정이 있어요,구매 목록
c,그럼 삼십 프로 정도 할인 된 거네요?,구매 목록
s,네,구매 목록
c,따로 세일은 안 들어가요?,구매 목록
s,네. 저건 인기가 많은 제품이라 세일은 없어요,구매 목록
s,십일만 원이오,구매 목록
c,여기는 따로 세일을 하나 보네요?,구매 목록
s,네. 저희 자체 세일해서 싸요,구매 목록
c,여기는 따로 세일을 하나 보네요?,구매 목록
s,네. 저희 자체 세일해서 싸요,구매 목록
c,아 그래요? 이게 반값이나 할인되는 거에요?,구매 목록
s,네,구매 목록
c,비싸네요 이게 할인된건가요?,구매 목록
s,네 원래는 십칠만원정도 하는 옷인데 이월 상품이라서 할인된거에요,구매 목록
c,현금으로 하면 더 할인되거나 하는건 없나요?,구매 목록
s,네 죄송해요 백화점이다보니,구매 목록
c,흠 그런데 현대백화점 카드로만 결제해야 되는건가요?,구매 목록
s,네 맞아요,구매 목록
c,그럼 상품권 행사 안되는건가요?,구매 목록
s,아 죄송해요 어떡하죠,구매 목록
c,괜히 시간만 버렸네요?,구매 목록
s,아 잠시만요 방법이 없는지 알아볼게요,구매 목록
c,네. 할인 같은 거 없어요?,구매 목록
s,다른 건 십 프로씩 할인이 들어가는데 뉴발란스만 안 들어가요,구매 목록
s,그리고 오늘부터 플렉스 세일이라고 해서 전체적으로 가격을 낮췄어요,구매 목록
c,할인가에요?,구매 목록
s,네 할인가 맞아요,구매 목록
c,몇 프로 된거에요,구매 목록
s,팔 프로요,구매 목록
c,칠 프로?,구매 목록
c,다운점퍼 왜 십프로 들어가요,구매 목록
s,블랙프라이데이 맞이해서 할인성 이벤트로 지금 할인 십프로 들어가고 있어요,구매 목록
c,할인하는거 있나요,구매 목록
s,어 회원 등록 하시면 전체 오프로 다운 종류는 이벤트성 진행으로 십프로 들어가고 있어요,구매 목록
c,여기서 모닥 포인트 사용할수 있어요,구매 목록
s,네 가능해요,구매 목록
c,거기서 카드 할인 안 돼요?,구매 목록
s,안 들어가요. 행사로 들어가기 때문에?,구매 목록
s,그럼 이거를 내가 십 프로 하고,구매 목록
s,여기서 카드 오 프로 더 해 드릴게요,구매 목록
s,그러면? 백 사십 삼만 육천 사백 원이야,구매 목록
c,그럼 뒤에 거는 원래대로 빼 주셨으니까 그냥 드려야겠다,구매 목록
s,그럼 삼 개월 무이자 돼요. 그렇게 해 드릴까요?,구매 목록
c,네네. 그렇게 해 주시고,구매 목록
s,이미 할인을 많이 한 금액이어서,구매 목록
c,지금 행사하는 패딩은 없어요?,구매 목록
c,행사가는 얼마예요?,구매 목록
s,원래는 십팔만 구천 원인데,구매 목록
c,이거 제가 현금으로 구매하면,구매 목록
s,행사 할인은 현금으로 해도 카드로 해도 가격은 같아요,구매 목록
c,이 바지도 행사하나요?,구매 목록
s,이건 행사 중이에요,구매 목록
s,사만 삼천 원인데 이만 칠천 원으로 행사 하고 있어요,구매 목록
c,몇 프로 세일이에요?,구매 목록
s,삼십 프로,구매 목록
c,삼십 프로 세일해서 십 육만 원?,구매 목록
s,오늘 일요일이잖아요?,구매 목록
s,월요일날 요청하고 특혜 받고 하시면 빠르면 목요일이고요,구매 목록
c,그래서 그럼 이십 이만 원에 오 프로 할인해 주신다는 거죠?,구매 목록
s,네네,구매 목록
s,현대카드로 하시면 5% 할인해드려요,구매 목록
c,아 그래요,구매 목록
c,네 그럼 현대카드로 할게요,구매 목록
s,네 현대 카드 5% 할인 해서 24만 5천 원입니다,구매 목록
c,네,구매 목록
c,할인은 안 하나요?,구매 목록
s,삼십 프로 할인해요,구매 목록
c,언제까지 할인이에요?,구매 목록
s,오늘까지 할인합니다,구매 목록
c,오십프로나 행사 하는거에요?,구매 목록
s,네 제품 종류마다 조금씩은 다르지만 할인 많이 하고 있어요,구매 목록
c,이건 세일 아닌가보죠?,구매 목록
s,네 이건 엇그제 나온 상품이라 제외세요,구매 목록
c,행사 상품이라도  더 이상 할인은 없죠,구매 목록
s,그렇지요 저희가 이미 반영된 거라 빼드리기가 어려워 용,구매 목록
c,네 알겠습니다,구매 목록
c,몇프로 할인한 거에요?,구매 목록
s,10프로,구매 목록
c,이거 10프로에요?,구매 목록
s,네,구매 목록
c,10프로 했어요?,구매 목록
s,네,구매 목록
c,이거 10프로 할인 된거에요?,구매 목록
s,네 10프 할인이에요,구매 목록
c,아까 10프로 된다고 했죠?,구매 목록
s,네 10프로 해드릴께요,구매 목록
c,할인 들어간 가격인가요?,구매 목록
s,지금 행사중이에요,구매 목록
c,이것도 할인 들어간 제품이에요?,구매 목록
s,이십만원 이상구매 하시면 할인 더 들어갑니다,구매 목록
c,신발이랑 같이 살건데 얼마나 할인되나요?,구매 목록
s,이십프로 할인 됩니다,구매 목록
c,그럼 합해서 얼마인가요?,구매 목록
s,신발까지 해서 이십칠만오천원 입니다,구매 목록
c,백화점 카드 할인 되나요?,구매 목록
s,네,구매 목록
c,세일리지 7% 추가 할인도 되나요?,구매 목록
s,네,구매 목록
c,왜 이제품들만 할인하나요?,구매 목록
s,지난 시즌 제품들이라서 할인해요,구매 목록
c,할인폭은 어떻게 되요?,구매 목록
s,정가에서 삼십퍼센트 할인하고 있어요,구매 목록
c,택에 있는 가격이 할인가격 인가요?,구매 목록
s,아니요,구매 목록
c,여기 있는 스카프도 할인하나요?,구매 목록
s,스카프는 할인 안해요,구매 목록
c,이건 할인 안하나요?,구매 목록
s,신상품이라 할인제외 상품이예요,구매 목록
c,할인은 안하나요?,구매 목록
s,신상품이라 할인제외 상품이예요,구매 목록
c,세일은 안하나요?,구매 목록
s,오늘 구매하시면 십프로 할인해드리고 ooooo 카드 있으시면 오프로 추가 할인 해드리겠습니다,구매 목록
c,할인하다고 하던데 할인된건가요?,구매 목록
s,종류마다 달라요,구매 목록
c,할인하는 품목은 어디에 있어요?,구매 목록
s,저쪽 매대에 있는 거에요,구매 목록
c,몇퍼센트 할인되나요?,구매 목록
s,가격표에서 삼십퍼센트 할인이에요,구매 목록
c,백화점 카드 할인 되나요?,구매 목록
s,저희 브랜드는 할인제외됩니다,구매 목록
c,다 세일하는거에요?,구매 목록
s,지금 할인 행사중이예요,구매 목록
c,몇프로 할인하는 거죠?,구매 목록
s,정가에서 삼십퍼센트 할인하고 있어요,구매 목록
c,택에 있는 가격이 할인가격 인가요?,구매 목록
s,네,구매 목록
c,두개 사면 할인은 안되나요?,구매 목록
c,할인 없나요?,구매 목록
s,현재는 없습니다,구매 목록
c,이 청바지가 맘에 드는데  좀 깎아 주실 수 있나요?,구매 목록
s,오랜만에 오셨으니까 깍아 드려야죠,구매 목록
c,이건 좀 깎아 주지 않나요?,구매 목록
s,깍아 드려야지요,구매 목록
c,혹시 이벤트나 할인 없을까요?,구매 목록
s,현재는 없습니다,구매 목록
c,흠 이걸로 할께요 좀 할인 안되요?,구매 목록
s,오늘 마침 세일마지막날이어서 10%DC 되요 이거 쿠폰 우선 다운받으세요,구매 목록
c,얼마에요? 할인안되요?,구매 목록
s,여기 코너는 할인안되요,구매 목록
c,네 저 제품 할인이 되나요?,구매 목록
s,네 지금은 특별 세일 기간입니다,구매 목록
c,아 그래요 얼마나 할인이 되는 거지요?,구매 목록
s,모든 제품 이십 퍼센트 할인하고 있습니다,구매 목록
c,할인된건가요?,구매 목록
s,네. 원래는 이만오천원이에요,구매 목록
c,가격은 오만구천원인데 여러장 구매하면 할인되나요?,구매 목록
s,할인은 안됩니다 이미 한장가격을 할인을 많이 한겁니다,구매 목록
c,현금으로 구매하거나 카드로 구매해도 같은가격인가요?,구매 목록
s,네 원가 할인행사이기때문에 현금으로해도 카드로 해도 가격은 같습니다,구매 목록
c,여기 이 상품들 할인하나요?,구매 목록
s,네 할인행사 중이예요,구매 목록
c,얼마나 할인하나요?,구매 목록
s,제품에 따라 달라요 다 보시면 써있어요,구매 목록
c,가장 많이 할인하는 제품은 뭐예요?,구매 목록
s,티셔츠는 칠십퍼센트 할인중이예요,구매 목록
c,전부 칠십퍼센트 할인이예요?,구매 목록
s,네 여기 앞에 제품들이요,구매 목록
c,모자도 할인하나요?,구매 목록
c,할인은 하지 않나요?,구매 목록
s,할인가격입니다,구매 목록
c,그럼 오십퍼센트 할인인가요?,구매 목록
s,네 맞습니다,구매 목록
c,언제까지 할인인가요?,구매 목록
s,이번주까지 할인입니다,구매 목록
c,이 자켓도 할인중인가요?,구매 목록
s,네 십퍼센트 할인중입니다,구매 목록
c,이것도 할인하나요?,구매 목록
s,네 이십퍼센트 할인중이예요,구매 목록
c,할인은 하지 않나요?,구매 목록
s,할인가격입니다,구매 목록
c,그럼 십퍼센트 할인인가요?,구매 목록
c,언제까지 할인인가요?,구매 목록
s,내일까지 할인입니다,구매 목록
c,이 셔츠도 할인중인가요?,구매 목록
s,네 이십퍼센트 할인중입니다,구매 목록
c,이것도 할인하나요?,구매 목록
s,네 이십퍼센트 할인중이예요,구매 목록
c,할인은 안하나요?,구매 목록
s,네 신상품이라 할인은 안해요,구매 목록
c,트래킹자켓도 할인 안하지요?,구매 목록
s,이 상품은 할인합니다,구매 목록
c,얼마나 할인 하나요?,구매 목록
s,삼십퍼센트 할인합니다,구매 목록
c,아 그래요 그러면 몇 프로 세일 하는 거죠,구매 목록
s,30% 세일합니다 세일할 때 한 벌 구매하세요,구매 목록
s,그럼 디씨해드릴게요,구매 목록
c,얼마나요?,구매 목록
s,한 10%,구매 목록
c,네 카드도요?,구매 목록
s,네,구매 목록
c,현금도요?,구매 목록
s,네 그런데 카드로 하면 수수료가 붙어요,구매 목록
