발화자,발화문,인텐트
c,한켤레만 주세요,상품 추천
s,상하이맥스구칠 세트로 드릴게요?,상품 추천
s,네 세트말고 다른거 드릴까요?,상품 추천
c,아니오,상품 추천
s,네 그냥 세트로하실래요?,상품 추천
s,그럼그냥 상하이맥스구칠 세트로 준비해드릴게요?,상품 추천
s,칼레이도 있어요 이제품어떠세요?,상품 추천
c,괜찮네요,상품 추천
c,역도할때 좋은가요?,상품 추천
s,네 균형이 좋아요,상품 추천
s,스코프 블랙맘바색 이건데 어떠세요?,상품 추천
s,아이비엘 혹시 필요하지 않으세요?,상품 추천
s,오크색 이제품 괜찮으세요?,상품 추천
s,스네이크일팔 코코아로 드릴까요?,상품 추천
c,그건 대리석에서 신어도되죠?,상품 추천
s,안미끄러운가보네요?,상품 추천
s,이 리카르도티어떠세요?,상품 추천
c,괜찮네요,상품 추천
c,어깨라인니 그냥 떨어지는 스타일이라 어깨가 안넓어보이겠어요,상품 추천
s,네 맞아요,상품 추천
s,부해보이지 않고 곰스럽지도 않아요,상품 추천
c,네 그럴거 같네요,상품 추천
c,아우터 하나만 입어도 멋스럽네요,상품 추천
s,그쵸?,상품 추천
c,제가 지금 맨투맨을 입었는데도 멋스럽네요,상품 추천
s,네 안에 옷은 신경안쓰셔도 외출시 입으면 됭거 같아요,상품 추천
c,보기엔 옷이 뻗뻗해보였는데 입으니 안그렇네요,상품 추천
s,네 그래서 옷은 입어봐야해요,상품 추천
c,저한테 종아리 반정도 오는데 좀 길이가 긴 건가요?,상품 추천
s,아니오 딱좋아요,상품 추천
s,요즘은 코트 길이가 예전보다 길어져서 대부분 무릎밑에 내려와요,상품 추천
c,너무 루즈하지않고 부해보이지 않네요,상품 추천
s,허리벨트로 한번더 잡아주면 이뻐요,상품 추천
c,네 청바지는 어디에든 잘 어울려요,상품 추천
s,하나 소장하면 데일리로 좋을거예요,상품 추천
c,네 스타일도 이쁘고 괜찮네요,상품 추천
c,한단 접어입어도 예쁠거 같죠,상품 추천
s,한번 입어보세요,상품 추천
s,여리여리하니 여성스러워요,상품 추천
s,입어보니 훨씬 이쁘죠?,상품 추천
c,네 옷은 입어봐야 느낌을 알거 같아요,상품 추천
s,안에 경량 패딩같은거 입으셔도 되요,상품 추천
c,네 얇은거 하나 입으면 될거 같아요,상품 추천
s,조끼를 입으셔도 될거 같구요,상품 추천
s,허리벨트 묶으시고 깃을 세우시면 더 멋으러울겁니다,상품 추천
s,내피가 얇아서 같이 입어도 전혀 표가 나지 않아요,상품 추천
s,가장 기본라인이예요,상품 추천
s,깔끔하고 세련되게 툭 떨어지는 스타일이요,상품 추천
c,네 클래식 하네요,상품 추천
c,적당히 여유가 있는 핏이네요,상품 추천
c,어깨라인 패드가 없어서 편하네요,상품 추천
s,네 부해보이지 않아요,상품 추천
c,한번 입어볼게요,상품 추천
c,멋스럽고 이쁘네요,상품 추천
s,네 어울리시네요,상품 추천
s,지금 입으신게 모카 색상이예요,상품 추천
s,이건 정말 강추해드리는 코트예요,상품 추천
c,네 이뻐요,상품 추천
c,유행도 안탈거 같구요,상품 추천
s,라운드나 브이넥 폴라티 다 매치하기가 좋아요,상품 추천
c,다양한 이너랑 다 매치가 될거 같아요,상품 추천
c,양털부분으로 입는게 더 이쁠거 같아요,상품 추천
s,네 저도 같은 생각이예요,상품 추천
s,55입으시는 분들 입으시면 이뻐요,상품 추천
s,한번 입어보세요,상품 추천
c,네 입어볼게요,상품 추천
s,오픈해서 입으셔도 이뻐요,상품 추천
c,버튼이 스냅버튼이라 편리하네요,상품 추천
s,컬러감이 코디하기 쉬운 기본 컬러라 활용도가 좋을거예요,상품 추천
c,네 제가 좋아하는 색상이네요,상품 추천
s,니트와 니트바지를 매치해서 입으셔도 이쁠거 같아요,상품 추천
c,네 니트바지는 없지만 어울리겠어요,상품 추천
c,원피스에 입어도 이쁠거같죠?,상품 추천
s,네 여성스럽게 잘 어울릴거예요,상품 추천
c,데님이 집에 많으니 데님이랑도 입으면 되겠네요,상품 추천
s,네 데님도 어울려요,상품 추천
s,네 제가 보기에도 다 잘 어울리시더라구요,상품 추천
c,네 옷이 다 이뻐요,상품 추천
s,그럼 방금 입으신걸로 하나 마련하세요,상품 추천
c,그럴까요?,상품 추천
s,네 어울리시고 양털도 없으시다니깐요,상품 추천
c,네 그럼 그걸로 할게요,상품 추천
c,넘버링은 모르겠어요 잘나가는걸로 골라주실래요?,상품 추천
s,그럼 오리지날넘버링으로 드릴게요,상품 추천
c,트라이펌중에 잘나가는 색 있나요?,상품 추천
s,커피색 어떠시죠?,상품 추천
c,어떤게 인기있어요?,상품 추천
s,스키니진은 어떠신가요?,상품 추천
c,한번 입어볼게요,상품 추천
s,일자로해서 이거 어떠세요?,상품 추천
c,네 괜찮네요,상품 추천
s,약간 나팔도 예쁜데 드려볼까요?,상품 추천
c,네 입어볼게요,상품 추천
s,테이퍼드진도 있는데요?,상품 추천
s,날씨가 추워졌는데 기모들어간 것도 한번 입어보시겠어요?,상품 추천
c,네 주세요,상품 추천
c,블랙이 제일 무난 하죠?,상품 추천
s,그쵸 블랙이 어울리시네요,상품 추천
c,라인은 모르겠어요 잘나가는걸로 골라주실래요?,상품 추천
s,그럼 포바라인으로 드릴게요,상품 추천
s,랭포드 색상 골라주실래요?,상품 추천
c,네네,상품 추천
s,남색이랑 카키중에어떤걸로하실래요?,상품 추천
c,카키로 한개주세요,상품 추천
c,네  바렐 스트레치 더 싼제품은 없죠?,상품 추천
c,몇 호 입어야 돼죠?,상품 추천
s,팔십호 입히면 될꺼에요,상품 추천
c,팔십호면 딱 맞나요?,상품 추천
s,네,상품 추천
c,근데 애가 빨리 크는데 딱맞으면 안될 것 같아요?,상품 추천
s,맞게 입어야 이쁘거든요,상품 추천
s,그럼 구십호 보세요,상품 추천
c,돌지난 아기는 몇 호 하나요?,상품 추천
s,이호하면 돼요,상품 추천
c,두종류요? 그러면은 돌 지난 아기는 이호 신으면 되는 건가요?,상품 추천
s,네 이호 신기면 되요,상품 추천
c,크게 나온 것 같은데 몇 호 신켜야 해요?,상품 추천
s,이호 신기시면 돼요,상품 추천
c,이건 몇 호 입혀야 하나요?,상품 추천
s,구십호요,상품 추천
c,조끼는 이거보다 싼 거 없을까요?,상품 추천
s,있어요,상품 추천
c,겨울에 쓸만한 모자있어요?,상품 추천
s,네 여기 방한모 있습니다,상품 추천
c,둘레는 몇센치로 해야돼요?,상품 추천
s,오십센치요,상품 추천
c,몇센치 사야하나 하나요?,상품 추천
s,보통 오십센치 써요,상품 추천
s,플리츠 스커트는 어떠세요?,상품 추천
c,네 이런 주름 치마 많이입으시더라구요,상품 추천
s,누빔스커트는 어떠세요?,상품 추천
c,이것도 허리밴딩이네요,상품 추천
s,추위를 많이 타시는분들은 이걸 추천해드려요,상품 추천
c,네 누빔이라 많이 따뜻하겠어요,상품 추천
c,아들이 입을거라서요 어떤색이 좋을까요?,상품 추천
s,남자아이라면 블랙이나 그레이가 무난 할거 같아요,상품 추천
s,라지도 좋을거 같은데요,상품 추천
c,그럼 라지로 그레이 주세요,상품 추천
c,자켓에 맞는 블라우스도 좀 추천해 주시겠어요?,상품 추천
s,네 여기서 골라보세요,상품 추천
c,점퍼드레스에 맞는 볼레로자켓도 좀 추천해 주시겠어요?,상품 추천
s,네 여기서 골라보세요,상품 추천
c,미니드레스에 맞는 가디건도 좀 추천해 주시겠어요?,상품 추천
s,네 여기서 골라보세요,상품 추천
c,스커트에 맞는 셔츠도 좀 추천해 주시겠어요?,상품 추천
s,네 여기서 골라보세요,상품 추천
c,새틴자켓에 맞는 카라티셔츠도 좀 추천해 주시겠어요?,상품 추천
s,네 여기서 골라보세요,상품 추천
c,칠부바지에 맞는 짧은팔카디건도 좀 추천해 주시겠어요?,상품 추천
s,네 여기서 골라보세요,상품 추천
s,이 진한카키색벨벳모자도 한 번 착용해 보시겠어요?,상품 추천
c,네 이 모자가 더 예쁘네요,상품 추천
s,이 진한카키색펠트모자도 한 번 착용해 보시겠어요?,상품 추천
c,네 이 모자가 더 예쁘네요,상품 추천
s,이 진한카키색야구모자도 한 번 착용해 보시겠어요?,상품 추천
c,네 이 모자가 더 예쁘네요,상품 추천
c,파란색 트랙팬츠에 맞는 트랙자켓도 좀 추천해 주시겠어요?,상품 추천
s,네 여기서 골라보세요,상품 추천
s,이 진한카키색헌팅모자도 한 번 착용해 보시겠어요?,상품 추천
c,네 이 모자가 더 예쁘네요,상품 추천
s,이 진한카키색펭수모자도 한 번 착용해 보시겠어요?,상품 추천
c,네 이 모자가 더 예쁘네요,상품 추천
s,이 진한베이지색펭귄모자도 한 번 착용해 보시겠어요?,상품 추천
c,네 이 모자가 더 예쁘네요,상품 추천
c,크림색 랩원피스에 맞는 라이더자켓도 좀 추천해 주시겠어요?,상품 추천
s,네 여기서 골라보세요,상품 추천
c,브라운 랩원피스에 맞는 망또도 좀 추천해 주시겠어요?,상품 추천
s,네 여기서 골라보세요,상품 추천
s,저는 둘다 잘 어울리셔서 2개다 구입하셔도 좋을 것 같아요,상품 추천
c,아 근데 제가 빨간색이 하나 있어서요,상품 추천
s,아 그럼 파란색만 구매하세요,상품 추천
c,그래야 될 것 같아요,상품 추천
s,저는 전에게 더 나은 것 같으세요,상품 추천
s,그럼 지금 신은게 더 나을 것 같기도 하네요,상품 추천
s,이건 앞뒤가 제질이 다른제품이에요,상품 추천
c,아 이것도 괜찮네여,상품 추천
s,이건 검정색,상품 추천
s,아 패딩이요 패딩은 롱페딩 숏패딩 이렇게 있는데,상품 추천
c,롱패딩으로 볼께요,상품 추천
s,아니면 검정색은 별로세요?,상품 추천
s,그럼 흰색은 어떠세요?,상품 추천
c,흰색은 관리가 어려울 것 같아서요,상품 추천
s,다른 신상 패딩 들어왔는데 보여드릴까요,상품 추천
c,네 보여 주세요,상품 추천
c,유세린에서 출시한 크림 제품 중에 50대가 바르기 좋은 수분크림도 있나요?,상품 추천
s,"네, 유세린에서 출시한 크림 제품 중에 50대가 바르기 좋은 수분크림도 있습니다.",상품 추천
c,엄마한테 선물로 드릴만한 제품은 어떤게 좋은지 추천해 주실 수 있나요?,상품 추천
s,요즘  안티에이징 제품이 가볍게 잘 나와서 인기가 좋습니다.,상품 추천
c,속옷 중에 천연소재의 제품은 어떤 게 인기가 많나요?,상품 추천
s,뱀부라인의 속옷들이 인기가 많은 제품들입니다.,상품 추천
c,14번 제품 66사이즈는 사이즈를 뭘 선택해야 하나요?,상품 추천
s,평소 66사이즈를 착용하시면 XL 사이즈를 착용 권장합니다.,상품 추천
c,학생들이 교복 치마 입고 입는 스타킹은 어떤 걸 주문해야 하나요?,상품 추천
s,학생용으로 나오는 스타킹이 따로 있는 건 아니며 살구 색상이나 연살 구 색 상 상품 또는 겨울에는 검정색 50D 이상 착용하시면 됩니다.,상품 추천
c,40대 남자에게 어울리는 머플러 있나요?,상품 추천
s,네 이쪽에 있는 상품들 추천합니다.,상품 추천
c,이 골프바지랑 어떤 셔츠가 잘 어울릴까요?,상품 추천
s,이 셔츠가 제일 잘 어울릴거예요.,상품 추천
c,밝은 쿨톤의 피부 타입은 해장 제품  몇 호 사야 어울리는지 알려주실 수 있나요?,상품 추천
s,"21호 제품을 사용하시는 쿨톤인 피부이시면, 2호 란제리가 어울립니다.",상품 추천
c,1번 309 바지 허리 사이즈 30입는 사람은 어떤 사이즈 주문해야 하나요?,상품 추천
s,사이즈 2xL 로 하여야 할 거 같음니다.,상품 추천
c,캐주얼한 옷 차림에 어울리는 허리띠도 있을까요?,상품 추천
s,네. 좀 캐주얼한 허리띠로 보여드릴게요,상품 추천
c,요즘 제일 잘 나가는 파자마는 어떤 상품인가요?,상품 추천
s,날씨가 많이 추워져서 극세사 재질의 파자마가 인기가 많습니다.,상품 추천
c,매장 앞에 진열돼 있는 커플 속옷이 주력 상품인 건가요?,상품 추천
s,"네, 요즘 저희 매장에서 밀고 있는 상품이에요.",상품 추천
c,남자 허리 34인치면써 이즈 어떻게 선택 함?,상품 추천
s,보통 허리 34 정도 되면 100사이즈 정도입으시면 될 꺼에요. 정확한 사이즈는 평소 입으시는 옷가슴 둘레 측정 후 저희 상세 사이즈표와 비교 주문 부탁드려요.,상품 추천
c,브라 컵의 종류가 다양한 걸로 알고 있는데 어떤 제품이 입었을 때 가장 편하나요?,상품 추천
s,홑겹브라가 가볍고 부드러워서 착용했을 때 가장 편합니다.,상품 추천
c,물망초 66사이즈는 어떤 걸로 주문해야 하나요?,상품 추천
s,M55 L66 추천 드리고 있습니다. 물망초 상품은 품조금 넉넉하게 나온 상품인 점 참고 부탁드리구요.,상품 추천
c,5번 제가 옷을 100입는데 M사면 맞을까요?,상품 추천
s,딱 맞게 입으시려면 M사이즈 넉넉하게 입으시려면 L사이즈 추천해 드립니다.,상품 추천
c,95번 슬림컷숏팬츠요 29 정도입으면 L사면 되죠?,상품 추천
s,S 착용 고객님들께 추천은 드리나 고객님들마다 체형이 다르시기 때문에 정확한 답변이 어려운 점 양해 부탁드리겠습니다.,상품 추천
c,155 - 53 키로나가는 아이는 몇 호입으면 되나여?,상품 추천
s,90사이즈 착용 가능할 것으로 예상되나 상세 페이지 하단에 사이즈 기재되어 있으니 확인 후 구매 부탁드려요.,상품 추천
c,177/94인데 안작을까요?,상품 추천
s,허벅지가 굵으시거나 다리가 긴 편이시면 작으실 것 같습니다.,상품 추천
c,"안쪽에 때가 끼는 걸 싫어하는데, 추천해주실 만한 제품이 있나요?",상품 추천
s,그러면 안쪽이 막혀 있는 몬테나 반지는 어떠세요?,상품 추천
c,발랐을 때 화장이 과해 보이지 않는 파운데이션으로 어떤 게 있나요?,상품 추천
