,SPEAKER,SENTENCE,MAIN
5066,점원,이런 데는 abc마트 같은 곳에서 파는 지우는 거 사서 지우셔야 해요,의류 문의
5067,고객,천으로 된 거는 해도 되죠?,의류 문의
5068,점원,네 상관없어요,의류 문의
5069,고객,이게 옷에 맞춰 입기 깔끔하겠다 그죠?,의류 문의
5070,점원,이런 거는 뭐 청바지에 입어도 되고 원피스 이런 거 다 잘 어울려서 제일 많이들 생각하시죠,의류 문의
5071,점원,사이즈 얼마 정도 신으시는데요?,의류 문의
5072,고객,245요,의류 문의
5073,고객,가격대는 10만 원 정도 생각하면 되겠다 그죠?,의류 문의
5074,점원,네 그 정도 생각하시면 돼요,의류 문의
5075,고객,가격이 안 붙어있네요?,의류 문의
5076,점원,가격은 10만 9천 원입니다,의류 문의
5077,점원,몇 살이에요?,의류 문의
5078,고객,고2예,의류 문의
5079,점원,남자예요?,의류 문의
5080,고객,여자요,의류 문의
5081,점원,지금 신고 있는 신발은 어떤 종류인가요?,의류 문의
5082,고객,지금은 나이키 신고 있어요,의류 문의
5083,고객,이런거는 할인하는 거예요?,의류 문의
5084,점원,할인하는데 사이즈가 많지는 않아요,의류 문의
5085,고객,이거 커보인다 그지예?,의류 문의
5086,점원,사이즈 몇 미리 신으시는 데요?,의류 문의
5087,고객,245.0,의류 문의
5088,점원,45 없지 싶은데요,의류 문의
5089,고객,가격대는 어떻게 돼요?,의류 문의
5090,점원,10만 9천 원이예요,의류 문의
5091,고객,이런거도 여학생들 좋아해요?,의류 문의
5092,점원,여학생들은 이런 스타일을 별로 선호하지 않습니다.,의류 문의
5093,고객,이거 더러워지면 물 빨래해요?,의류 문의
5094,점원,네 물 세탁해서 빠짝 말리셔야죠,의류 문의
5095,고객,가죽이에요?,의류 문의
5096,점원,네 가죽이예요,의류 문의
5097,고객,세일 기간은 언제예요? ,의류 문의
5098,점원,세일은 기본 10% 해드리고요 추가 세일은 없습니다,의류 문의
5099,고객,상시 10%예요?,의류 문의
5100,점원,10%에서 20% 그 안팎이에요,의류 문의
5101,고객,여기 일요일도 하지요?,의류 문의
5102,점원,네 일요일도 합니다.,의류 문의
5103,고객,저녁에는 몇 시에 문 닫아요?,의류 문의
5104,점원,8시 반에서 9시 정도요,의류 문의
5105,점원,여학생 이예요?,의류 문의
5106,고객,네 여학생이요,의류 문의
5107,점원,몇 살이에요?,의류 문의
5108,고객,고2요,의류 문의
5109,고객,가격이 얼마예요?,의류 문의
5110,점원,9만 9천 원이요,의류 문의
5111,고객,세일 한 거예요?,의류 문의
5112,점원,네 맞습니다,의류 문의
5113,고객,이거 가죽인가요?,의류 문의
5114,점원,네 맞아요,의류 문의
5115,고객,가죽은 더러워지면 세척은 어떻게 해야 돼요?,의류 문의
5116,점원,가죽 세척하는 게 따로 나오거든요,의류 문의
5117,고객,지금 세일하는 건 없어요?,의류 문의
5118,점원,하는 것도 있어요,의류 문의
5119,고객,어디 쪽이에요?,의류 문의
5120,점원,잘 나가는 제품들은 거의 다 신상품이고요,의류 문의
5121,고객,이거는 얼마예요?,의류 문의
5122,점원,27만 9천 원이요,의류 문의
5123,고객,이거는 물 빨래 되겠네요?,의류 문의
5124,점원,물 세탁하셔도 돼요 솔로 문지르셔도 되고요,의류 문의
5125,고객,깔창 분리 되나요?,의류 문의
5126,점원,깔창 분리 됩니다,의류 문의
5127,점원,고등학생분들한테 이게 진짜 인기 좋거든요,의류 문의
5128,고객,다른데 한 번 보고 올게요,의류 문의
5129,고객,워킹화는 어디에 있어요?,의류 문의
5130,점원,저희는 워킹화는 아니고 러닝화 있어요,의류 문의
5131,고객,조깅할때 운동할때 신으려고요,의류 문의
5132,점원,이런게 지금 좀 저렴하게 나왔어요,의류 문의
5133,고객,부스터폼이 뭐예요?,의류 문의
5134,점원,캡슐을 뭉쳐놓은 거예요 충격을 받으면 탄성으로 다시 발에 돌려주는 제품이고요,의류 문의
5135,고객,21만 9천 원이에요?,의류 문의
5136,점원,네 맞아요,의류 문의
5137,고객,색깔 이거 파란색 밖에 없어요?,의류 문의
5138,점원,네 하나예요,의류 문의
5139,고객,원래 파란색 밖에 안나와요?,의류 문의
5140,점원,네 이 컬러만 있어요,의류 문의
5141,점원,금액대 낮은 걸로 보여드릴까요?,의류 문의
5142,고객,아뇨 그냥 다양하게 보여주세요,의류 문의
5143,점원,이런 것도 괜찮고요,의류 문의
5144,고객,이게 참 이쁘긴 이쁜데 쿠션감이 좋겠네요,의류 문의
5145,고객,이거 세일은 언제 해요?,의류 문의
5146,점원,지금 20% 할인 중이예요,의류 문의
5147,고객,그럼 한 17만 원 정도 하겠네?,의류 문의
5148,점원,재고가 많지 않아요,의류 문의
5149,고객,이거는 물 빨래하면 돼요?,의류 문의
5150,점원,니트 소재 같은 경우에는 좀 부드러운 소재로 오염된 부분만 세척하시고 건조해주시면 되세요,의류 문의
5151,고객,저 밖에 행사하는 신발은 다 만 9천 원이에요?,의류 문의
5152,점원,네 맞습니다,의류 문의
5153,고객,이런 거는 얼마예요?,의류 문의
5154,점원,바닥에 다 가격 적혀있어요,의류 문의
5155,고객,4만 9천 원?,의류 문의
5156,점원,네 맞아요,의류 문의
5157,고객,색깔은 검은색 밖에 없어요?,의류 문의
5158,점원,네 이거 한 가지예요,의류 문의
5159,고객,이거 235 제 사이즈인데 한 번 신어볼 수 있어요?,의류 문의
5160,점원,그거 신어보세요,의류 문의
5161,고객,235인데 조금 큰 거 같은데,의류 문의
5162,점원,그게 약간 넉넉하게 나와서 거기다가 깔창 하나 더 깔고 보통 신으세요,의류 문의
5163,고객,30은 없어요?,의류 문의
5164,점원,잠시만요,의류 문의
5165,고객,색깔은 다 단색이에요?,의류 문의
5166,점원,색깔은 거기 있는 게 다예요,의류 문의
5167,고객,이거 30이에요?,의류 문의
5168,점원,네 30이에요,의류 문의
5169,고객,이거 35랑 크기 비슷한데 30 맞아요?,의류 문의
5170,점원,네 30이에요,의류 문의
5171,고객,이거는 할인 안 되는 모양이죠?,의류 문의
5172,점원,현금하시면 3천 원 빼어드려요,의류 문의
5173,고객,집에서 물 세탁 해주면 되는가?,의류 문의
5174,점원,물티슈로 그냥 닦아내셔도 돼요,의류 문의
5175,고객,4만 6천 원이가?,의류 문의
5176,점원,네 4만 6천 원이에요,의류 문의
5177,고객,가방이 너무 예쁜 게 있어갖고 마감하셨어예?,의류 문의
5178,점원,아니요 손님이 없을 거 같아서 정리하고 있었어요,의류 문의
5179,고객,마네킹에 디피된 거 얼마예요?,의류 문의
5180,점원,베이지 얘기하는 거지요?,의류 문의
5181,고객,예,의류 문의
5182,점원,칠만원이요,의류 문의
5183,고객,요거 소재가 뭐예요?,의류 문의
5184,점원,이거 독일 린넨입니다,의류 문의
5185,고객,직접 만드신 거예요?,의류 문의
5186,점원,예,의류 문의
5187,고객,색상은 요거 뿐이에요?,의류 문의
5188,점원,한 가지에요,의류 문의
5189,고객,요거 가격이?,의류 문의
5190,점원,현금가로 칠만 원이요,의류 문의
5191,고객,아 요거는 가격이 얼마에요?,의류 문의
5192,점원,사만 오천 원이요,의류 문의
5193,고객,저 위에 거는요?,의류 문의
5194,점원,십이만 원이요 원단 길드 거예요,의류 문의
5195,고객,여기만 오픈하신 지 얼마쯤 되셨어요?,의류 문의
5196,점원,여기 온 지는 삼 년 됐어요,의류 문의
5197,고객,그 클러치백 같은 거 좀,의류 문의
5198,점원,그것도 있어요,의류 문의
5199,고객,스팽글 이런 거 달린 거는?,의류 문의
5200,점원,네 그런 거는 만 원짜리도 있어요,의류 문의
5201,고객,요거는 무슨 주머니에요?,의류 문의
5202,점원,소지품 같은 거 넣는 겁니다,의류 문의
5203,고객,요거 스팽글이 잘 떨어지지는 않아요?,의류 문의
5204,점원,잘 안떨어집니다,의류 문의
5205,고객,색상은?,의류 문의
5206,점원,"블랙, 회색, 은색 있었어요",의류 문의
5207,고객,그럼 블랙 또 나오나요?,의류 문의
5208,점원,원단이 들어오면 제가 만드는데 연락드릴까요?,의류 문의
5209,고객,네 그럼 다음에 블랙 들어오면요,의류 문의
5210,점원,연락처 남겨 주시면 주문하시는 순서대로 저희가 만들어 드려요,의류 문의
5211,고객,몇 시부터 몇 시까지 하세요?,의류 문의
5212,점원,오전 열시부터 저녁 아홉시까지요,의류 문의
5213,고객,아 명절엔 쉬시죠?,의류 문의
5214,점원,예,의류 문의
5215,고객,좀 잘 나가는 브랜드나 핫한 제품 있어요?,의류 문의
5216,점원,지금은 이런 게 다 새로 나온 거거든요,의류 문의
5217,고객,재질이 어떻게 되나요?,의류 문의
5218,점원,폴리우레탄이네요,의류 문의
5219,고객,가격은 얼마에요?,의류 문의
5220,점원,이거는 십사만 구천 원인데 이십 프로 해드릴게요,의류 문의
5221,고객,이거는 가죽 가방인가요?,의류 문의
5222,점원,네,의류 문의
5223,고객,손잡이 부분은 모피라 예?,의류 문의
5224,점원,네,의류 문의
5225,고객,가격은 얼마에요?,의류 문의
5226,점원,삼십만 구천 원입니다,의류 문의
5227,고객,이게 탈부착이 가능한가요?,의류 문의
5228,점원,지퍼가 있어서 떼실 수 있어요,의류 문의
5229,고객,요것도 할인이 되나요?,의류 문의
5230,점원,이십 프로 됩니다.,의류 문의
5231,고객,이것도 긴 끈이 있나요 따로?,의류 문의
5232,점원,끈은 없어요,의류 문의
5233,고객,저쪽에 있는 가방들은 전부다 천이네요?,의류 문의
5234,점원,네,의류 문의
5235,고객,색상은 요거뿐이에요?,의류 문의
5236,점원,네,의류 문의
5237,고객,이건 가격이 얼마에요?,의류 문의
5238,점원,육만 구천 원이에요,의류 문의
5239,고객,요것도 세일하는 거죠?,의류 문의
5240,점원,네 이십 프로 됩니다,의류 문의
5241,고객,세일 기간이 며칠까지 해요?,의류 문의
5242,점원,계속하는데 재고가 없어요,의류 문의
5243,고객,아 빠지면 다신 안 들어오나요?,의류 문의
5244,점원,들어와도 몇 개뿐이에요,의류 문의
5245,고객,몇 시부터 몇 시까지 해요?,의류 문의
5246,점원,열시부터 여섯시까지 합니다,의류 문의
5247,고객,명절에도 하죠?,의류 문의
5248,점원,네 토요일에도 해요,의류 문의
5249,고객,저 죄송하지만 화장실은 어디 있어예?,의류 문의
5250,점원,화장실은 없어요,의류 문의
5251,고객,저 오렌지색 조거 얼마예요?,의류 문의
5252,점원,사만 원이에요,의류 문의
5253,고객,색상은 요거 하나뿐이에요?,의류 문의
5254,점원,두 개에요,의류 문의
5255,고객,아 전부 가죽이에요?,의류 문의
5256,점원,진짜 가죽이에요,의류 문의
5257,고객,이게 사만 원이요?,의류 문의
5258,점원,네,의류 문의
5259,고객,저건 큐빅 박힌 거예요?,의류 문의
5260,점원,자체에 펄이 들어있는 거예요,의류 문의
5261,고객,펄이 떨어지지 않아요?,의류 문의
5262,점원,아니요,의류 문의
5263,고객,요거는 가격이 얼마에요?,의류 문의
5264,점원,육만 원입니다,의류 문의
5265,고객,가방은 이게 다라예?,의류 문의
5266,점원,아뇨 이 앞에 다 있어요,의류 문의
5267,고객,이것도 가죽 가방이에요?,의류 문의
5268,점원,이거는 합피가죽이에요,의류 문의
5269,고객,얼마에요?,의류 문의
5270,점원,이거는 십만 원대인데 구만 원에 드리고 이거는 이십만 원대예요,의류 문의
5271,고객,이거 색상은 이거뿐이에요?,의류 문의
5272,점원,검정 가방만 있어요,의류 문의
5273,고객,요것도 괜찮네 이것도 가죽이죠?,의류 문의
5274,점원,그럼요,의류 문의
5275,고객,현금가예요 카드가예요?,의류 문의
5276,점원,둘 다 됩니다 ,의류 문의
5277,고객,제가 가게 있는지 처음 봤는데 얼마나 되셨어요?,의류 문의
5278,점원,이십 년이요,의류 문의
5279,고객,문은 언제부터 언제까지 열어요?,의류 문의
5280,점원,아침 열시부터 저녁에는 보통 열시까지 열죠,의류 문의
5281,고객,토요일에는요?,의류 문의
5282,점원,열어요,의류 문의
5283,고객,네 근데 이 가죽은 보관을 어떻게 해야 돼요?,의류 문의
5284,점원,보관은 안에다 신문을 이렇게 여며 놓으세요,의류 문의
5285,고객,그럼 이거 현금가로 하면 얼마에?,의류 문의
5286,점원,사만 원이에요,의류 문의
5287,고객,그럼 마음에 드는 게 있으면 주문해도 돼요?,의류 문의
5288,점원,아니에요 물건이 들어올 때만 있어요,의류 문의
5289,고객,여기는 콘셉트가 뭐 지도가?,의류 문의
5290,점원,네 세계지도예요,의류 문의
5291,고객,프리마클라쎄 이거 안에 내부 좀 볼 수 있어요?,의류 문의
5292,점원,네 보셔야 사시죠,의류 문의
5293,고객,보통 안에 속주머니는 딱 한 개 있다 그러지 예?,의류 문의
5294,점원,포켓이 가방마다 조금씩 틀려요,의류 문의
5295,고객,안에 속주머니가 많은 건 어떤 거예요?,의류 문의
5296,점원,음 가방 크기는 이것과 비슷하게 해야 해요?,의류 문의
5297,고객,이거보다 조금 크게 하면 될 거 같아요,의류 문의
5298,점원,가격대는요?,의류 문의
5299,고객,뭐 저 정도 하면 될 거 같은데,의류 문의
5300,점원,똑같은 건 아닌데 이 쪽이 좀 더 작죠,의류 문의
5301,고객,이건 가방 재질이 뭐예요?,의류 문의
5302,점원,이게 아주 좋은 원단 피브이씨라고 있어요,의류 문의
5303,고객,가게 가면 보통 사오만 원 대에요?,의류 문의
5304,점원,아뇨 이십만 원대도 있어요,의류 문의
5305,고객,비싼 거는 좀 큰 거겠다 그죠?,의류 문의
5306,점원,작다고 싸고 그런 건 아니고요 재질에 따라서 틀려요,의류 문의
